Rat_ID,Litter,From Kathryn or not  (Kathryn may not have culled on P1),Cage (pair-housed_ if uneven last three together),Generation,Line,"Treatment_group (EC=Enriched Cage Control, EE=Environmental Enrichment, NIL=Standard Housing, SD=Social Defeat)",Enrichment,Social_Defeat,distance_open_field ,time_centre_open_field,time_open_arms_EPM,time_social_avoidance_Ethovision,time_social_interaction_EthoVision,time_other_areas_in_SI_Test_EthoVision,time_on_top_of_stimulus_animal_Ethovision,time_on_top_of_stimulus_animal_Video,time_approaching_stimulus_animal_Video,time_other_behav_in_SI_Test_Video,cranky_USVs,happy_USVs,SD Dates,D1 Aggressor ID,SD d1 score,SD d1 time caged (min),D2 Aggressor ID,SD d2 score,SD d2 time caged (min),D3 Aggressor ID,SD d3 score,SD d3 time caged (min),D4 Aggressor ID,SD d4 score,SD d4 time caged (min),SUB_DefeatDay1,AGG_DefeatDay1,OTHER_DefeatDay1,SUB_DefeatDay2,AGG_DefeatDay2,OTHER_DefeatDay2,SUB_DefeatDay3,AGG_DefeatDay3,OTHER_DefeatDay3,SUB_DefeatDay4,AGG_DefeatDay4,OTHER_DefeatDay4,date_of_sac,CORT,testosterone,Oxytocin (pg/ml),IL-6 (pg/ml)
KH H01B1,H01,KH,KH_H01B,F56,bHR,HR EC + SD,EC,SD,5011.376036,8.57766617,22.89855751,15.30657498,51.21522958,33.47819543,4.002214069,2.12,40.43,57.45,3.21888412,96.78111588,25 - 28 Oct 2017,1,4,0.42,11,4,1,2A,5,0.5,9,4,0.17,0,9.72,90.28,4.05,13.65,82.3,27.71,12.35,59.94,0,70.38,29.62,1-Nov-17,,,,
KH H01B2,H01,KH,KH_H01B,F56,bHR,HR EC + SD,EC,SD,7536.960347,14.57157872,20.6911775,8.015598819,67.02341495,24.96098623,0.80267695,0,61.33,38.67,0.956668542,99.04333146,25 - 28 Oct 2017,4,4,0.42,19,5,0.5,18,5,0.5,8,5,0.17,0,20,80,0,44.42,55.58,69.76,9.8,20.44,0,35.49,64.51,1-Nov-17,,,,
KH H01B3,H01,KH,KH_H01B,F56,bHR,HR EC + SD,EC,SD,5637.303967,8.685945264,23.82385108,3.968768917,78.4058034,17.62542768,14.37011074,15.44,55.33,29.22,29.25792743,70.74207257,25 - 28 Oct 2017,6,4,0.17,20,4,0.5,14,5,1,7,5,0.17,0,14.99,85.01,17.25,13.88,68.86,,,,0,68.31,31.69,1-Nov-17,,,,
KH H05A1,H05,KH,KH_H05A,F56,bHR,HR NIL,NIL,NIL,4071.400512,13.7867535,6.07581347,4.046829901,70.1672592,25.7859109,0.066889634,1.73,59.94,38.33,25.97014925,74.02985075,,,,,,,,,,,,,,,,,,,,,,,,,,4-Nov-17,241100,566.9,31.61,44.43
KH H05A2,H05,KH,KH_H05A,F56,bHR,HR NIL,NIL,NIL,5430.417391,2.06962248,15.27312983,16.62207313,33.82375074,49.55417613,0,0,32.48,67.52,26.54320988,73.45679012,,,,,,,,,,,,,,,,,,,,,,,,,,4-Nov-17,15710,1130,51.88,47.31
KH H05B1,H05,KH,KH_H05B,F56,bHR,HR NIL + SD,NIL,SD,3887.531458,12.09197977,7.647702151,7.803790673,52.36340164,39.83280769,0,0,32.4,67.6,64.90179334,35.09820666,28 - 31 Oct 2017,1,4,1.5,7,5,0.08,14,4,3,6,4,2.67,56.62,25,18.38,0,13.79,86.21,65.05,1.84,33.1,37.24,0.59,62.17,4-Nov-17,140400,1053,23.68,24.79
KH H05B2,H05,KH,KH_H05B,F56,bHR,HR NIL + SD,NIL,SD,4253.930435,8.119380649,12.90969475,13.93532377,32.6309963,53.43367994,0,0,27.52,72.48,63.02780639,36.97219361,28 - 31 Oct 2017,4,4,0.5,8,5,0.08,18,5,0.08,4,4,0.83,42.33,40.01,17.66,9.18,0,90.82,0,82.2,17.8,6.38,29.62,64,4-Nov-17,241000,359.6,5.822,12.44
KH H05B3,H05,KH,KH_H05B,F56,bHR,HR NIL + SD,NIL,SD,3801.63376,21.81810093,33.61204293,21.89520296,26.66665552,51.43814152,0,0,21.04,78.96,38.79310345,61.20689655,28 - 31 Oct 2017,6,4,0.33,9,5,0.08,2A,4,0.5,1,4,0.33,21.53,64.34,14.13,11.02,0,88.98,9.51,0,90.49,40.14,10.91,48.95,4-Nov-17,139300,665.35,5.482,36.12
KH L07 A1,L07,KH,KH_L07A,F56,bLR,LR EE,EE,NIL,1005.473966,3.0694125,1.66109359,0,100,0,0,0,62.18,37.82,29.79265187,70.20734813,,,,,,,,,,,,,,,,,,,,,,,,,,2-Nov-17,41370,314.2,16.01,66.2
KH L07 A2,L07,KH,KH_L07A,F56,bLR,LR EE,EE,NIL,2263.528448,7.964196629,2.519510229,40.62415342,33.28872865,26.08711793,0,0,20.65,79.35,18.34271923,81.65728077,,,,,,,,,,,,,,,,,,,,,,,,,,2-Nov-17,115900,1383,36.8,77.75
KH L07 B1,L07,KH,KH_L07B,F56,bLR,LR EE,EE,NIL,769.704069,0.06944375,0,0,99.57624993,0.423750071,0.746933916,0,71.33,28.67,18.14507074,81.85492926,,,,,,,,,,,,,,,,,,,,,,,,,,2-Nov-17,62960,719.5,32.69,17.41
KH L07 B2,L07,KH,KH_L07B,F56,bLR,LR EE,EE,NIL,1574.361672,2.765127443,0.836122102,0,98.9632003,1.0367997,12.18507209,11.83,77.81,10.36,40.86310465,59.13689535,,,,,,,,,,,,,,,,,,,,,,,,,,2-Nov-17,228300,918.1,30.24,16.12
KH L07 C1,L07,KH,KH_L07C,F56,bLR,LR EE + SD,EE,SD,854.5082241,4.66662,3.534015391,95.44042248,0,4.559577521,0,0,0,100,24.25742574,75.74257426,26 - 29th Oct 2017,11,4,0.5,9,5,0.08,8,5,0.08,2A,4,3,,,,0,76.04,23.96,40.93,36.91,22.17,29.87,0,70.13,2-Nov-17,38370,1512,19.65,34.01
KH L07 C2,L07,KH,KH_L07C,F56,bLR,LR EE + SD,EE,SD,1396.626724,3.229037919,3.667795998,0,91.79490095,8.205099048,10.41247905,11.76,71.31,16.93,31.98562444,68.01437556,26 - 29th Oct 2017,19,5,0.17,11,4,0.67,9,5,0.08,1,4,1,,,,75.5,9.51,14.99,19.79,50.29,29.92,83.48,2.93,13.59,2-Nov-17,170900,2023,89.69,19.89
KH L07 D1,L07,KH,KH_L07D,F56,bLR,LR EE + SD,EE,SD,254.5392138,0.748618574,0,0,100,0,4.180610508,7.38,79.37,13.25,3.429851775,96.57014822,26 - 29th Oct 2017,20,5,0.17,19,4,0.17,11,4,0.17,7,5,0.08,,,,67.37,0,32.63,76.84,0,23.16,51.14,11.9,36.96,2-Nov-17,40560,635.1,42.96,30.01
KH L07 D2 ,L07,KH,KH_L07D,F56,bLR,LR EE + SD,EE,SD,182.3467414,0,0.590858771,0,80.02220758,19.97779242,0,0,69.17,30.83,34.59401326,65.40598674,26 - 29th Oct 2017,14,4,0.5,20,4,0.17,19,5,0.17,8,5,0.08,,,,54.89,0,45.11,63.56,0,36.44,89.9,0,10.1,2-Nov-17,43240,676.1,57.1,
KH L07 D3,L07,KH,KH_L07D,F56,bLR,LR EE + SD,EE,SD,1525.52931,8.39093217,2.040134182,1.215162694,92.97651816,5.808319147,4.225192895,4.37,70.91,24.72,1.750312556,98.24968744,26 - 29th Oct 2017,18,4,1,14,4,0.17,20,5,0.17,9,4,0.08,,,,37.88,0,62.12,80.4,0,19.6,70.75,0,29.25,2-Nov-17,32140,414.3,53.42,42.95
KH L12A1,L12,KH,KH_L12A,F56,bLR,LR EC,EC,NIL,1513.59069,4.552955018,0,2.731325063,77.12385074,20.1448242,13.09922842,13.42,47.33,39.25,10.91820988,89.08179012,,,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-17,,,,
KH L12A2,L12,KH,KH_L12A,F56,bLR,LR EC,EC,NIL,1852.938621,4.168597063,6.967661883,17.32442132,67.09030525,15.58527343,0,0.51,51.67,47.83,32.76875216,67.23124784,,,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-17,,,,
KH L12B1,L12,KH,KH_L12B,F56,bLR,LR EC + SD,EC,SD,1362.680345,8.082887429,14.79376047,0,92.68584477,7.314155232,2.028986913,2.8,58.42,38.79,8.852213053,91.14778695,25 - 28 Oct 2017,7,4,0.25,14,4,0.42,20,4,0.08,6,4,4,0,33.2,66.8,68.4,11.08,20.52,42.58,6.44,50.98,57.3,0,42.7,1-Nov-17,,,,
KH L12B2,L12,KH,KH_L12B,F56,bLR,LR EC + SD,EC,SD,1105.824759,7.222154167,3.768131453,0,30.00334489,69.99665511,0.033444817,0,20.33,79.67,4.918032787,95.08196721,25 - 28 Oct 2017,8,5,0.08,18,4,0.17,19,4,0.08,4,4,1,0,79.89,20.11,50.6,5.13,44.26,22.96,13.99,63.05,59.42,4.75,35.82,1-Nov-17,,,,
KH L12B3,L12,KH,KH_L12B,F56,bLR,LR EC + SD,EC,SD,801.3899312,2.041645833,6.276484379,0,98.38319261,1.616807394,0,0,83.71,16.29,12.00558399,87.99441601,25 - 28 Oct 2017,9,5,0.08,2A,4,0.67,11,4,1,1,4,1.3,0,30.55,69.45,24.79,5.62,69.59,80.12,0,19.88,71.29,0,28.71,1-Nov-17,,,,
L02-2 A1,L02-2,N,L02-2A,F49,bLR,LR EC,EC,NIL,1364.415,0,12.21552865,6.093069917,59.8593909,34.04753918,1.104417573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L02-2 A2,L02-2,N,L02-2A,F49,bLR,LR EC,EC,NIL,756.8073,0.083416667,0,70.6729161,20.18747902,9.139604876,1.941097796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L02-2 B1,L02-2,N,L02-2B,F49,bLR,LR EC,EC,NIL,1028.1439,1.084416667,16.03079024,80.9842647,3.983930408,15.03180489,1.740295118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L02-2 B2,L02-2,N,L02-2B,F49,bLR,LR EC,EC,NIL,1473.226,4.708847064,10.14395707,79.34382309,14.99832618,5.657850733,1.473050087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L02-2 C1,L02-2,N,L02-2C,F49,bLR,LR EC,EC,NIL,1262.005,0.375375417,7.130900485,69.80247773,22.89923025,7.298292016,0.736278048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L02-2 C2,L02-2,N,L02-2C,F49,bLR,LR EC,EC,NIL,1399.531,7.674206089,8.065595704,36.62537625,35.55406764,27.82055611,0.903614561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9-Jan-16,,,,
L07A1,L07,N,L07A,F53,bLR,LR EC + SD,EC,SD,1133.324995,1.888869583,4.403555889,87.87078131,0,12.12921869,0,0,0,100,96,4,30/1 - 2/2 2017,2,4,6.18,18,2,15,9,4,15,3,4,2.45,4.087,1.98,93.933,13.754,1.813,84.433,1.346,3.844,94.81,4.818,5.706,89.476,6-Feb-17,,,,
L07A2,L07,N,L07A,F53,bLR,LR EC + SD,EC,SD,1343.249628,4.222931182,12.26309963,7.929085939,82.3019301,9.768983964,3.947814799,13.07,57.41,29.53,57.26495726,42.73504274,30/1 - 2/2 2017,3,4,3.1,17,1,15,10,2,15,2,2,15,3.259,1.657,95.083,22.052,0.627,77.321,12.595,0.053,87.352,16.383,1.175,82.443,6-Feb-17,,,,
L07A3,L07,N,L07A,F53,bLR,LR EC + SD,EC,SD,1033.883363,2.555533333,10.72462266,4.247500811,71.11476035,24.63773884,0.022296545,3.72,64.96,31.32,46.66666667,53.33333333,30/1 - 2/2 2017,4,4,2.37,16,2,15,13,4,2.3,1,1,15,7.24,5.287,87.473,6.52,0,93.48,8.673,0,91.327,19.379,1.018,79.603,6-Feb-17,,,,
L07B1,L07,N,L07B,F53,bLR,LR EC,EC,NIL,1213.155203,0.375704612,8.115934274,1.549610866,91.839383,6.61100613,1.137125122,7.32,77.48,15.2,49.51456311,50.48543689,,,,,,,,,,,,,,,,,,,,,,,,,,6-Feb-17,,,,
L07B2,L07,N,L07B,F53,bLR,LR EC,EC,NIL,1208.805696,1.2499875,10.70234818,8.004461583,81.18175099,10.81378743,0,6.01,62.71,31.28,22.72727273,77.27272727,,,,,,,,,,,,,,,,,,,,,,,,,,6-Feb-17,,,,
L07B3,L07,N,L07B,F53,bLR,LR EC,EC,NIL,1248.16747,3.194415,5.507245892,1.861761155,96.86719265,1.271046198,0.635451192,10.41,80.03,9.56,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,6-Feb-17,,,,
L08 A1,L08,N,L08A,F56,bLR,LR NIL + SD,NIL,SD,1717.429,10.57889203,3.478262324,1.861761155,88.04904397,10.08919487,0,0.24,62.93,36.83,16.16628176,83.83371824,21 - 24 Oct 2017,1,4,0.45,9,4,0.5,11,4,0.17,7,4,0.08,5.69,0,94.31,57.87,0,42.13,74.16,0,25.84,79.33,0,20.67,28-Oct-17,67500,3309,61.41,52.07
